@relation training-set

@attribute @class@ {Social,Technology,Politics,Sports}
@attribute content string

@data
Technology,'Luke Nuttall has his own special Force A dog named Jedi who can detect when the year old s blood sugar is out of Luke and Jedi A boy and his dog fight type diabetes'
Politics,'The Democratic Debate with Hillary Clinton and Bernie Sanders has Follow along with us here Univision Democratic debate Live updates'
Politics,'I think Islam hates us Donald J Trump said in an interview on Anderson Cooper There s something There s a tremendous hatred Donald Trump I think Islam hates us'
Politics,'Donald J Trump likened the presidential race to a boxing match saying that victories in next week s Ohio and Florida primaries would give him the knockout Donald Trump It s over if I win Ohio and Florida'
Politics,'D Ben Carson laid out options for dealing with Donald J Trump in an op ed Dump Trump Cuddle Trump Lone Wolf Prius Trump and the Ryan Ben Carson Make up your mind on Donald Trump'
Politics,'Marco Rubio said my kids were embarrassed by the personal attacks which included Donald J Trump s hand penis Marco Rubio says he s not proud of Donald Trump attacks'
Politics,'Bernie Sanders or Larry David as Sanders John Kasich welcomed an unlikely backer at a Bernie Sanders thanks John Kasich at rally in Illinois'
Technology,'This hybrid solar and biofuel powered aircraft has large solar panels spread over its Frenchman prepares for history making zero carbon Atlantic flight'
Social,'Photos show him lounging on a bed with wads of bills but amid his bankruptcy case Cent told the court it s all Cent I used fake bundles of money in Instagram photos'
Social,'Unfortunately I did lose the uterus to First U S patient to undergo uterus transplant has organ removed'
Sports,'When he has a shot the odds are in his favor Dos Equis is retiring its Most Interesting Man in World Watch the final ad The Most Interesting Man in the World s final ad'
Politics,'Is Greece turning into a warehouse of souls Thousands of refugees are stuck in old stadiums and a derelict Refugees in Greece live in Olympic park old airport'
Sports,'Should NFL players be able to use marijuana for pain relief Is it time for football to reconsider marijuana'
Politics,'The U S military has struck targets it believes are crucial to ISIS chemical weapons program based on information provided by a captured senior ISIS U S ISIS detainee providing information on chemical weapons'
Politics,'Climate change isn t just a political issue for Donald J Trump who s in denial about it writes John Sutter for CNN O Rising sea levels threaten his Florida The question Donald Trump can t dodge via CNN Opinion'
Politics,'Nancy Reagan s casket arrives at the Ronald Reagan Presidential Library where she will be buried next to her husband Ronald R Nancy Reagan lies in repose'
Social,'Nigerian artist Oresegun Olumide is taking the internet by storm with his See more These hyper realistic photos are actually oil paintings'
Politics,'North Korea claims to have miniaturized nuclear warheads to fit on ballistic missiles the state run Korean Central News Agency North Korea claims to have nuclear warheads that can fit on missiles'
Politics,'Hillary Clinton is going one on one with a resurgent Bernie Sanders Wednesday Hillary Clinton Bernie Sanders to face off after Michigan upset'
Social,'A new story from J K Rowling has inflamed some members of Native American J K Rowling story is controversial'
Politics,'Taking the political pulse in Miami in English and in Spanish ahead of the CNN GOPdebate and the Florida Tomando el pulso en Miami en ingl s y espa ol antes del GOPDebate y las primarias de F CNN and CNN en Espa ol in Miami'
Social,'A massive explosion ripped through a Seattle neighborhood early Wednesday obliterating at least one building and sending nine firefighters to a Seattle explosion Blast rips through Greenwood neighborhood'
Social,'How many fifth members of The Beatles were there Including George Martin at least Who was the real fifth Beatle'
Politics,'Ex rival Carly Fiorina has just endorsed Ted C Carly Fiorina joins Cruz rally in Miami'
Politics,'What Bernie Sanders s win and Hillary Clinton s loss in Michigan means for Ohio and Clinton Sanders What Michigan means for Ohio and beyond'
Social,'J K Rowling is taking Harry Potter fans to America in four new stories to prepare fans for a new film J K Rowling is magically stirring up fans again'
Social,'Former The Rolling Stones bass player Bill Wyman has been diagnosed with prostate cancer according to his Bill Wyman former Rolling Stones bassist has cancer'
Politics,'That many fellow Americans have been willing to vote in primaries for Donald J Trump a protofascist hatemonger is depressing writes Sally Kohn for CNN O Opinion America wake up to the Donald Trump menace'
Politics,'Michigan was supposed to be a clean victory for Hillary C What went wrong for Hillary Clinton in Michigan'
Social,'Crowds across Asia were treated to stunning views of a total solar eclipse on March with people in Indonesia having the best vantage Total solar eclipse captivates crowds across Asia'
Politics,'Donald J Trump needs to update the China bashing section of his stump Donald Trump s pot shots at China s currency miss the mark'
Politics,'Donald J Trump is leading two of his Republican presidential rivals in their home states a new poll CNN ORC Poll Trump Clinton leading in Florida Ohio'
Social,'Would you try intermittent fasting if it could increase your lifespan Occasional fasting could help you live longer'
Technology,'Teaching computers to master Go has been kind of a holy grail for artificial intelligence and now a Google program has won the first round against the world s top Google computer wins first match against world Go champion'
Politics,'While the prospect of a brokered convention remains a real one Tuesday made it look less likely says Timothy S Opinion It s getting harder to believe Donald Trump can be beaten'
Politics,'North Korea claims it has miniaturized nuclear warheads to fit on ballistic North Korea claims to have nuclear warheads that can fit on missiles'
Social,'Who better to call your landlord than the Oscar winning Leonardo DiCaprio via CNN Style You can now rent Leonardo DiCaprio s Palm Springs home'
Social,'The fifth Beatle has passed Sir George Martin Beatles producer dead at'
Sports,'Suspended Russian tennis champ Maria Sharapova admits she made a huge mistake by taking a banned drug called But what does it do Meldonium the drug that got Maria Sharapova suspended'
Social,'The Secret Service arrested the suspect after he threw several objects over the White House fence authorities Suspect in Idaho pastor shooting arrested at White House fence'
Social,'The second half of the directing duo known as the Wachowskis creators of The Matrix trilogy issued a statement WACHOWSKI BROTHERS NOW SISTERS Second Wachowski sibling comes out as transgender'
Politics,'BREAKING CNN projects Bernie Sanders will win the Democratic MichiganPrimary over Hillary Clinton Timeline Photos'
Social,'A father and daughter survived a crash by deploying their plane s emergency parachute during an engine Parachute saves lives after plane s engine fails'
Politics,'Bernie Sanders spoke of a people s revolution at a news conference in Florida The political revolution that we are talking about is strong in every part of the Live SuperTuesday updates Bernie Sanders on political revolution'
Politics,'Hillary Clinton and Bernie Sanders face a showdown in Michigan s crucial Democratic MichiganPrimary Hillary Clinton and Bernie Sanders are locked in a tight Michigan race'
Social,'A stunning photo collage captures cycles of the rare total solar eclipse that s sweeping across I Images by Melati Nurguritno via CNN iR Leave your photos in the comments CNNiR Total solar eclipse captivates crowds across Asia'
Politics,'Flanked by branded wines raw steaks and bottled natural spring water Donald J Trump offered up some red meat literally to supporters at his Jupiter Florida news SuperTuesday Wine water and actual red meat at Trump press conference'
Politics,'CNN projects SuperTuesday breakdown so far Hillary Clinton wins Mississippi Donald J Trump wins Michigan Mississippi Bernie Sanders wins Michigan Ted Cruz wins Idaho Photos from CNN s post'
Social,'Chipotle Mexican Grill said four workers reported not feeling Chipotle store closes for full sanitation amid norovirus outbreak in Massachusetts'
Social,'Indonesians are getting views of a rare total solar Melati Nurguritno captured these photos in Limo Depok I Total solar eclipse sweeps across Indonesia'
Politics,'BREAKING CNN projects Hillary Clinton will win the Mississippi Democratic P Super Tuesday Live results and updates'
Social,'This was an accident or even a suicide but not a murder Nick Gordon s lawyers said of Bobbi Kristina Brown s Bobbi Kristina Brown s death may have been suicide boyfriend s attorneys say'
Politics,'North Korea claims to have miniaturized nuclear warheads to fit on ballistic missiles state media Timeline Photos'
Social,'Recall alert A Starbucks breakfast sandwich and a cheese and fruit box because of listeria or allergen Starbucks recalls two food products'
Social,'If Kim wants us to see a part of her we ve never seen she s gonna have to swallow the Bette Midler on Kim Kardashian West Kim Kardashian nudes spark celeb feuds'
Politics,'Bernie Sanders said his campaign has filed suit against Ohio s secretary of state seeking to allow year olds to vote in the presidential primary Sanders files suit against Ohio secretary of state in push to allow year olds to vote'
Social,'On Wednesday March you may be able to see a total solar But that s just one of many special celestial events coming Skywatch A guide for stars and space'
Social,'It s becoming a Sea Lions overtake Rainier Oregon'
Social,'The new Game of Thrones trailer is here Game of Thrones trailer begins with the end of Jon Snow'
Politics,'Hillary Clinton holds a point lead over Bernie Sanders nationally a new poll Poll Clinton continues to lead Sanders nationally'
Social,'Today is International Women s D We took a look back at the first women to ever hold prominent positions in the world of International Women s Day A look back a women s firsts in politics'
Social,'Hulk Hogan says that Gawker s publication of excerpts from his sex tape left him with severe emotional distress from which he still hasn t fully Hulk Hogan trial testimony gets raunchy'
Social,'Alleged victims say they are anxious about seeing the dentist even in Dentist of horror goes on trial in France'
Technology,'Here s what happened when a chimpanzee got hold of a GoPro Chimpanzee shows off her camera skills'
Technology,'That s pounds of roughly the weight of a pair of Toyota Priuses or mid sized Feds Brink s employee makes off with in quarters'
Social,'It was dad mode protecting my This photo of a father saving his son from a rogue bat at a baseball game has gone viral Timeline Photos'
Social,'Don t close your eyes to the horror of sex trafficking this International Women s Day Sex trafficking The horror and the hope'
Social,'Our friends at Great Big Story got to meet Jubba of the Great Plains Zoo and Delbridge Museum of Natural History which is pretty incredible he s one of only about eastern black rhinos Great Big Story'
Politics,'American B bombers are ready and able to strike ISIS targets in Iraq and Syria a top Air Force official B bombers to take on ISIS'
Social,'Meet Alyssa Michalke the first woman to head up Texas A M University s Corps of C Female commander a first for Texas A M Corps of Cadets'
Politics,'Iran carried out a fresh ballistic missile test Tuesday drills the Middle Eastern country s Revolutionary Guard claims show Iran s deterrence Iran fires to show deterrence power'
Politics,'Autocrats around the world watching America will no doubt find some comfort in the turmoil writes Frida Ghitis for CNN O Will U S democracy commit suicide via CNN Opinion'
Social,'Is there a real connection between hand size and penis size We decided to investigate what the science says on the Trump and the small hands equals small manhood myth or reality'
Social,'This International Women s Day we re celebrating women in See the full list Some of the most important women in the history of science'
Politics,'Is Donald J Trump losing steam Poll Is Donald Trump losing steam'
Politics,'Bernie Sanders is wrong to suggest that the concept of the ghetto is inextricably connected to Black America says Sybrina Fulton mother of Trayvon M Mothers of slain men knock Sanders for ghetto comment'
Politics,'I hadn t heard that but it s a terrible I m not happy about that Donald Trump responds to Adolf Hitler comparison'
Social,'Editor s note Thank you to everyone who pointed out the fact that Iranian women should not be represented by an illustration of a woman wearing a You are of course correct and we are editing the video to reflect We apologize for any offense Happy International Women s D Where do American women stack up against their counterparts around the world While they re ahead in many regards the U S falls short when it comes things like paid maternity leave and wage Is the United States falling behind in women s rights'
Politics,'It s part of an growing effort by Mitt Romney to block Donald J Trump from securing the Republican presidential Mitt Romney cuts get out the vote robocalls for Marco Rubio'
Social,'CORRECTION year old Jacqueline spent seven years as a victim of sex Now she says she s the only female aspiring electrician where she Read her inspiring story this International Women s Day Inspiring women From trafficking victim to electrician'
Politics,'While this year marks Donald J Trump s first official foray into the world of politics he has toyed with the idea of a presidential campaign What did people think about Donald Trump in'
Sports,'Nike and other companies are suspending their relationships with Maria Sharapova after the tennis star admitted to failing a drug Maria Sharapova loses endorsement deals after failing drug test'
Social,'Today is the th International Women s Day an event that got its start when women marched through New York City to demand voting rights and better working Here s what it s all about Happy International Women s Day'
Politics,'Arguably Donald J Trump can somehow get away with an unprecedented degree of bad behavior because he s Donald T And arguably Hillary Clinton has to mind her Ps and Qs and Ds and everything else for that matter because she s a Sally Kohn Opinion Trump s size is now a campaign How s Hillary Clinton supposed to deal with that'
Social,'Lead singer Brian Johnson has been advised by his doctors to stop touring immediately or risk total hearing loss said AC DC on its Brian Johnson s hearing issues force AC DC to reschedule tour dates'
Technology,'Google s new doodle for International Women s Day invites women to share their dreams with the hashtag OneDayIW Join in'
Social,'Two years on investigators say they still believe the missing airliner will be Malaysia still hopeful MH will be found'
Politics,'The Israel Antiquities Authority says finding ancient seals belonging to women is very year old seal unearthed in Jerusalem'
Social,'Don t drink and Police spot tree stuck in car s front grill driver arrested'
Politics,'The White House says it learned through press reports that Israeli Prime Minister Benjamin Netanyahu had declined an invitation to meet President Obama later this month in W White House surprised to learn Netanyahu turned down meeting'
Social,'Rescuers who helped save Victoria McGrath s life in said they were devastated by news of her Boston marathon bombing survivor dies in Dubai crash'
Politics,'When you re white you don t know what it s like to be living in a ghetto you don t know what it s like to be Just a day before the Michigan primary Bernie Sanders was on clean up duty for his comments during the DemD Sanders plays defense on debate ghetto comment'
Social,'s star M T did not pity the fool as he recalled his seemingly odd couple friendship with Nancy R M T honors Nancy Reagan'
Technology,'It s rare but there s a certain window of time in which two fathers can contribute their sperm to two Twins with different fathers found in Vietnam'
Social,'The first giant panda cubs born in Canada got names honoring both their birthplace and their Chinese Toronto Zoo s twin giant panda cubs named'
Social,'What happened in the cockpit in the early hours of March Two years after MH went missing key questions MH Did the pilots do it'
Politics,'A battle is being waged within Marco Rubio s campaign about whether he should stay in the race ahead of his home state primary sources Some Rubio advisers say get out before Florida'
Politics,'Vicente Fox Quesada I m not going to pay for that f ing Donald J Trump The wall just got ten feet Presidente Enrique Pe a Nieto Trump has damaged the relationship between the U S and M Mexican president Donald Trump is damaging US Mexico relations'
Politics,'A Donald J Trump Trump rally in Chicago had to be called off amid scenes of violence and chaos unparalleled in the recent history of American political campaigning with fights breaking out inside the University of Illinois Chicago Pavilion and in the street Donald Trump rally called off in Chicago amid protests violence and chaos'
Politics,'Why D Ben Carson s endorsement of Trump may make a Ben Carson s endorsement of Trump may be more impactful than you think'
Social,'Bret Easton Ellis We are in a time when the one per cent are richer than any human has been before an era when a jet is the new car and million dollar rents are the New York today is American Psycho on Today s American Psycho would be an online troll'
Social,'My desire for anonymity is rooted in two things an aversion to celebrity and the fact that there s something nicely egalitarian about You know equality and Lilly Wachowski putting gender on the agenda in life and film'
Social,'Barbie s main man gets The Ken doll follows in Barbie s footsteps with a makeover realistic body shape'
Social,'When the war in Iraq started we were wondering how do they live in Iraq Now we are living A ballet teacher a young entrepreneur who has opened a bar a bereaved grandmother now raising orphans and workers of a bakery that hasn t stopped providing bread since the fighting began explain daily life in a Living through war how life is going on in Damascus'
Social,'None of us want to be defined solely by our s partly because what it means to be Muslim for us isn t the same as what it means for a lot of other Our generation has grown up in the shadow of We have no recollection of the time before when barely any non Muslims cared what religion we I m proud to be young British and M Why should I change my name'
Social,'Assault of the press and assault of protesters are of a piece they are about silencing voices of dissent silencing critics silencing truth in a campaign built around racist fear mongering and And that it shouldn t need to be said but it does is Donald Trump s campaign violence is condoned all the way to the top'
Politics,'Nancy and Ronald Reagan were a functional team in the P They are both responsible for the death of thousands from HIV in the LGBT community due to their inaction in the So I understand the anger in the LGBT community toward N I feel that anger as The first lady who looked away Nancy and the Reagans troubling Aids legacy'
Social,'Putting giant rats into How to fake a giant rat and why you shouldn t trust pictures on the internet'
Social,'In a parenting culture that s increasingly concerned with centering children s needs above all else mothers and fathers have become adept at talking about their kids feelings while jumping through hoops to mask their new research suggests that parents who hide their negative emotions are doing their children and themselves a It s OK to be unhappy around So put away that forced smile'
Social,'The thing I have experienced in Hollywood is that it is at your peril to ask for more if you are a Because ask is instantly translated into demand much as strong becomes bitch and negotiator becomes ball buster The Secret Actress who d have thought Netflix would usher in gender equality'
Social,'Is this the beginning of the end for Peter Capaldi s run on Doctor Who Doctor Who revelations Peter Capaldi accuses the BBC of neglecting its hit show'
Technology,'Apple s software chief Craig Federighi says that quitting iPhone apps won t help your battery But there are some other things you can do to stop your phone running out of No quitting iPhone apps doesn t help save battery says Apple'
Technology,'For the first time since the invention of social media and hour cable news a major party may decide its presidential nominee on the convention But what exactly is a contested convention And how might it play out How a contested convetion could allow Republicans to snatch Trump s crown'
Social,'There have been smarter stronger and better looking men than me who are no longer All that is left for us to do is to keep on working as hard as we can and rebuild what is Oldest living man confirmed as Israeli Auschwitz survivor'
Politics,'He is actually a very intelligent Ben Carson endorses former rival Donald Trump ahead of Florida primary'
Social,'Does this look like a bomb to you Nursery raised fears of radicalisation over boy s cucumber drawing'
Social,'I started backing away keeping my eyes on You couldn t carry a firearm in a national park at the time but I did have my two and a half inch utility knife and I started folding out the Then the screwdriver loudly snapped back into the There was the mountain lion its yellow eyes looking at me as though it knew every thought in my The ears were slanted in attack position its teeth yellow splinters buried in black Experience I fought off a mountain lion'
Social,'They are talking about a green Lebanon and this is humiliating us as L Trash covers forests rivers and lots of areas which are considered River of garbage parody drone video mocks Beirut s rubbish crisis'
Social,'Well at least it wasn t Bryan Adams first real six string that Egyptian customs defaced the one he bought at the Five and dime played it till his fingers bled it was the summer of Bryan Adams guitar defaced by Egyptian customs'
Politics,'Barack Obama thinks Britain left Libya in Britain thinks that a bit rich given the shambles America left in I Then both sides say They did not mean to be Thus do we wander across the ethical wasteland of the west s wars of We blame and we We turn deaf ears to the cries of those whose lives we have Then we kiss and make up to each There s no such thing as imperialism lite Barack O Libya has shown that once again'
Social,'We are now facing the emerging crisis of new strains of antimicrobial resistant bacteria effectively nullifying existing We are on the road back to the days of people dying from common infections and Antibiotic resistance is not theoretical the threat is real and immediate'
Technology,'It was foggy this morning so we asked our readers to send us their disappointing images of the morning They didn t UK fog your underwhelming photos'
Technology,'The latest group of gadget fans to discover the downside of talking to their hardware are owners of Amazon s E Hiding inside Echo is Alexa the personal assistant simply ask Alexa to perform a task from playing your favourite song to dimming the lights in your smart home and she But she s not very picky about who s giving the commands Amazon gadget hijacks owner s heating after hearing radio report'
Sports,'Steve McClaren has been sacked by Newcastle United with the club in th position following a run where his side took only eight points from a possible Newcastle was the seventh club he s managed and his win ratio ended up as the worst of any of his Here are a few key stats and facts on the career of England s former'
Technology,'The Samsung Galaxy S Edge is the best smartphone money can buy at the Samsung Galaxy S Edge review this is the smartphone to beat'
Social,'This is going to change people s It is such a relief for so many people to know they will no longer risk having zero dollars at the end of the It also means workers feel more included in the workplace and valued for their Zero hour contracts banned in New Zealand'
Social,'Like various notables before him Kanye West declares I wanted the world to know my Then how about writing a book entitled My Struggle There must be at least million ironists who would buy a copy of the German Kanye and Cent go for broke'
Social,'I m cool with arseholes says Alessia Cara a year old who has spent the past year or so in fame s ante room not recognisable enough to be mobbed in the supermarket but famous enough to number arseholes among her Social media is like a fake reality and it s hard to block things out'
Social,'Police in south west China have detained a man who opened fire with an air rifle on a group of dancing grannies after becoming infuriated at the volume at which they were playing their Man held for shooting at noisy dancers in China'
Social,'I can still remember the things and people that were littered on the surface of the One evening our ship passed by an entire home completely intact floating in the middle of open You could see this was big by the look on people s faces the Japan tsunami remembered'
Social,'We are all in debt to Mark Ronson Jeff Lynne Butch Vig and more on the death of a George Martin musicians pay tribute to the genius behind the Beatles'
Social,'The disgusting yellow of the cup is the nicest thing about it but I m still more likely to drink from yellow snow than The mug that takes the Kitchen gadgets review Brew Buddies the ravings of a lunatic'
Technology,'Can beauty be categorised What makes stuff beautiful Fitting into one of these seven categories'
Technology,'The production of moral panics the phenomenon in which public fear based on media exaggeration far outstrips any real threat operates to the benefit of both the state and its media If it bleeds it But just why are newspapers so fond of scare stories'
Social,'I simply could not go home with the car Lisbeth Zornig a well known Danish author and high profile campaigner for children s rights stands accused of allowing a family of Syrians to hitch a ride with her to C Danish children s rights activist stands trial for people trafficking'
Sports,'Anfield was a feverish place before kick off the air crackling weirdly with snatches of song bursts of J rgen Klopp stood for a while soaking it up as the flags on the Kop It is a rare quality Liverpool FC s ground possesses a pent up celebratory urge to fill the night with those old sentimental The great thing about Klopp is that he gets Liverpool s Roberto Firmino embodies Kloppball and enthralls the Kop'
Social,'The Guardian sent reporters to five cities on Thursday night to report on how the people at the heart of Britain s homelessness crisis are Their stories will move But most of all they will surprise One night on the streets a portrait of homelessness in Britain'
Social,'Young people are not jumping on some There s more going They are identifying with Jeremy Corbyn s Otherwise they wouldn t support some old white man with a How Generation Y took Jeremy Corbyn and his ideas to their heart'
Social,'We try to decode the mystifying symbolism of Cheryl s Cheryl and One Direction s Liam Payne spell out their LOVE'
Technology,'If the dam was to burst a metre high wall of water would be unleashed downstream that could drown over a million people and displace several million The Mosul dam is If it bursts it would be a disaster on a biblical scale'
Social,'For the past eight months rubbish has been piling up in Beirut the Lebanese capital according to Guardian C Public outrage over health risks gave rise to the protest group You Stink whose parody video highlights the difference between a recent tourism ministry video and reality from sparkling blue rivers to rivers of How beautiful Lebanon is becoming a rubbish tip'
Social,'Using Herceptin in combination with another drug before surgery shrinks and may even destroy tumours in women with an aggressive form of breast cancer in less than two weeks an astonishing study Breast cancer study finds drug combination that gives astonishing results'
Social,'These junior doctors who work harder than almost anyone in Britain will not They will become the NHS leaders of the future and will be unlikely to acquiesce so easily to myriad abominations imposed by The government should beware radicalising the cleverest most dedicated most popularly admired people in the public Hunt will be long gone but they will be there for How do you radicalise a calm dedicated doctor Ask Jeremy Hunt'
Politics,'Barack Obama has partly blamed the UK and France for what he privately refers to as the shit show now unfolding in L Barack Obama has no second thoughts about drone strikes in Middle East'
Social,'The retired neurosurgeon D Ben Carson who dropped out of the race last week will endorse the frontrunner Donald J Trump in Palm Beach Florida according to multiple sources briefed on the Carson to endorse Trump before crucial Florida primary'
Social,'Tributes have been paid to Sir Ken Adam the Oscar winning production designer best known for putting together the sets for a series of Bond films as well as D Strangelove and Sir Ken Adam Oscar winning production designer dies aged'
Social,'I was blowing smoke into the toilet with the shower on a towel under the door totally paranoid he recalled in his thick New York It defeated the whole purpose of cannabis which should be about relaxing and being Bud and Breakfast Bud Breakfast the marijuana inn where wake and bake is a serious business'
Technology,'Using phrases such as technological fiat and claiming Apple was posturing as the primary guardian of Americans privacy the government reasserted that the company is putting its brand ahead of public Apple accused of trying to make iPhones warrant proof in FBI case'
Social,'It s not up to me to decide the punishment but if you re taking performance enhancing drugs and you fail a drugs test you have to get suspended said Andy M Andy Murray says Maria Sharapova deserves ban for failing drugs test'
Politics,'Barack Obama I have been blamed by Republicans for a lot of things but being blamed for their primaries and who they re selecting for their party is Barack Obama don t blame me blame the GOP for the rise of Donald Trump'
Social,'It s brutal and I don t understand it she I want to work with U I m not trying to ban We re just getting started inside Austin s contentious clash with Uber and Lyft'
Social,'He pleaded not guilty to begging because the offence says you ve got to place yourself in that location to He says he s homeless that s where he It s suddenly a crime to be homeless'
Social,'They say You sound quite angry David or You sound quite Can you do it with more of a smile in your voice David Thewlis on Anomalisa The world is enormously dangerous and scary'
Politics,'In frank comments about foreign relations the US president also revealed he warned his British counterpart that the special relationship would be at risk if the UK did not commit to spending of its national income on David Cameron was distracted during Libya conflict claims Obama'
Politics,'If there is one thing that Islamic State does well it is Islamic State document leak could offer up vignettes but not key secrets'
Social,'It was secure and safe Quadruple glazing and security Man held in custody writes star review of police cell'
Social,'It s a strange sight indeed the man sitting there in his hood observes a witness to an Power anonymity what do hoods symbolise'
Sports,'Follow Europa League updates from the last first leg clash at A Liverpool v Manchester United live'
Politics,'The Republicans stigmatize the Democrats by association with disfavored groups so that their championing of the rights of minorities and of women of immigrants and the poor together with their support of marriage equality triggered the kind of quasi moral distaste many people the world over feel toward the This might seem to be at odds with the Christianity the party so loudly claims for Trump the great orange haired Unintended Consequence'
Politics,'I m not saying China s an enemy of the United States of A I m just simply saying that if we do not handle the emergence of the People s Republic well it will be catastrophic for the America s former CIA chief If we don t handle China well it will be catastrophic'
Politics,'The Freedom Foundation has dispatched activists to the homes of more than childcare and home care workers in Washington and Oregon to advise them that they can opt out of paying union Is this part of a grand plan to flip Washington and Oregon from Democratic to Republican The door to door union killers rightwing foundation takes labor fight to the streets'
Social,'The best part about it for me is that it makes even a somewhat mediocre film such as Ant Man Whatever you feel about the movie itself you re not getting swindled on the Batman in DX with fake rain and added smells Bring it on'
Social,'British teenagers appear to be having less unprotected Is social media the cause Are teenagers having less sex and if so why'
Politics,'Donald J Trump seemed restrained by Trump standards last He looked dare I say almost It s the final primary stretch and Trump is starting to sound presidential'
Technology,'Can you take a nice photo of me in natural daylight where I m smiling and relaxed and not sitting next to a drugged tiger lessons learned from a year of online Ask Eva says goodbye things to know about online dating before you swipe'
Social,'Mark Thomas Some may call it the law of unintended consequences some the Streisand effect but when a local council tries to ban swearing on its streets and most people react by saying Wankers the ban should be regarded as ineffective at You want to stop people swearing in the posh part of town Piss off'
Politics,'Despite living in the American shadow seven in Canadians view the US favorably and have for decades and of Americans view Canada favorably higher than any other Britain is a close second at Trudeau and Obama it s not always this easy being neighbors'
Social,'It has been damned as the world s worst ever restoration yet another national embarrassment to add to Spain s inglorious track record of botched conservation But look at the photographs and you may well be witnessing a work of accidental Spain s concrete castle a case of accidental genius'
Politics,'Bernie Sanders and Donald J Trump grew up in New York City barely miles apart one in Midwood a predominantly Jewish immigrant section of south west Brooklyn the other in the leafy gated community of Jamaica Estates in Queens to the north east yet their views could hardly be more starkly Growing up Trump miles away from a young Sanders but worlds apart'
Social,'I am still George R R Martin on rumours that may have been greatly George RR Martin denies being dead'
Social,'Millennials talk to their parents about drugs sex and jobs In My Day Millennials talks to their parents about drugs'
Social,'Where will this stop In a divorce case In an immigration case In a tax case Some day someone will be able to turn on a phone s That should not happen in this Apple FBI could force us to turn on iPhone cameras and microphones'
Social,'Cent certainly had an unusual way of following his filing for bankruptcy last summer posing for Instagram photos with stacks of Now he has had to explain himself in front of a bankruptcy judge and claim the money was stage Cent posed with fake money and made up his house in Africa he tells court'
Politics,'Why would members of a minority throw their lot in with Donald J Trump a candidate for whom the ostracization of minorities is a key campaign promise Is this the product of a political system that has failed the black population Or is it nothing to do with race at all Decoding the mystery of black athletes who support Donald Trump'
Social,'When her uncle turned up in a homeless shelter in New York Sarah Resnick experienced first hand the devastation that can be caused by She also discovered in spite of alarmist headlines about the new heroin scourge how little is known about how to treat drug My uncle and heroin What surprises me most you have no teeth'
Social,'From moon juice to nut butters we have the skinny on Is it eatclean or just green sludge How to sort the good from the fad'
Social,'Dindim the penguin makes a mile journey from Argentina to a small island near Rio de Janeiro every year to be reunited with a man who saved his life after finding him covered in oil and struggling to Jo o Pereira de Souza a retired bricklayer found the South American magellanic penguin in and nursed him back to Penguin swims miles each year to man who saved its life'
Social,'Nigeria outlawed female genital mutilation FGM last year but behind closed doors girls are still being Husband and wife team Augustine and Gift Abu take to the streets to speak out against the practice and educate cutters in new ways to make a The husband and wife trying to end FGM one conversation at a time'
Social,'Low incomes coupled with rising living costs debt and a lack of employment mean that some young adults will fail to meet even the basic milestones of adulthood a full time permanent job a life partner a home a pension and earning enough every month to put something into a savings Here Guardian readers share their experiences of missing Five markers of adulthood millenials have had to give up on'
Social,'The NHS recorded its worst ever performance in in the first month of the year as services struggled to cope with unprecedented demand for A E care hospital beds and emergency NHS records worst ever performance in January'
Social,'Laurence Fox I won t bother telling you the story because this in the front row has ruined it for everybody Actor Laurence Fox rants at heckler who ruined play for everybody'
Social,'Look after the pennies and the billions will look after themselves Ikea billionaire Ingvar Kamprad buys second hand clothes to save money'
Social,'There s now an official term for the fact that women tend to orgasm less during sex the orgasm Many campaigners are working to close that gap encouraging straight guys to to banish the idea that sex begins with an erection and ends with an ejaculation and an orgasm for women is simply a lovely Do we need sex tech to demystify the female orgasm'
Social,'As I hit and prepared for university I felt as though I d spent the previous decade deaf and mute in a stinking solitary prison cell and had been thrown suddenly and unexpectedly into Disney World with sight and sound And I basically just shat my pants for the next Are your s the best years of your life Actually they just might be'
Social,'My story of homelessness is not one you usually I am not the type of person you d expect to sleep I am educated well spoken and was not an People didn t believe a guy like me could end up with nothing no friends or family for How homelessness can happen to anyone'
Social,'Amazon has finally pulled the trigger on the ultimate capitalist dream infomercials where the products are all instantly purchasable through the magic of the Style Code Live Amazon s new shopping show is the ultimate capitalist dream'
Social,'I regularly sit in meetings with senior police officers who deal with the horrors of child sexual abuse on a daily They can t say so publicly but they are tearing their hair out over our society s failure to teach children how to spot Protecting children from paedophiles means sacrificing their innocence'
Social,'Let me tell you a funny story says Svetlana A The mother of someone I know phoned to say that her relatives have a problem the daughter is in the last months of pregnancy and her father thinks he had better kill her to avoid A thought suddenly struck my friend and he said Tell him that the punishment for this crime has been He won t get off so easily Funny stories from the frontlines of Dagestan s gender war'
Social,'The Sun newspaper has stepped up its battle with Buckingham Palace over the Queen s alleged Euroscepticism by claiming it knows more than it has published about the monarch s anti EU Queen voiced Eurosceptic views more than once says Sun editor'
Social,'I m a survivor but it is high risk and Every day is a struggle Stephen a year old man who has recently become People treat us like we re They see us but they don t see They walk past like sheep their faces in their laptops in their Every day is a struggle rough sleeping on the rise in the UK'
